"","T0_thy","Ttotss_thy","Lss_thy","Dss_thy","AFIR_thy","AFIR_simple_thy","SCIM_thy","SCIM_adhoc_thy","SCIM_simpler_thy","SCIM_simplest_thy","param.to.change","TL0_sim","T0_sim","L0_sim","Ttotss_sim","Lss_sim","Dss_sim","AFIR_sim","SCIM_sim","time_last_dose","TLss_sim","TLss_frac_change","TL0_05tau_frac_change","error_simulation","param","fold.change.param","drug"
"163",0.00183771,0.2,0.01,8822.94,0.181979,0.222462,0.226408,0.187485,0.231167,0.231218,0.014,0.000189338,0.00183771,0.00962132,0.169598,0.00992697,8846.22,0.187711,0.193635,357,3.66624e-05,-6.04427e-05,-1.60336e-14,0,"ksynT",1,"VEGFR2"
"164",0.0187711,2,0.01,8822.94,0.178842,0.217793,0.298997,0.233556,0.305282,0.305349,0.14,0.00143371,0.0187711,0.00713258,1.69708,0.00931404,8844.29,0.183932,0.240142,357,0.000344294,-5.67922e-05,-3.02488e-16,0,"ksynT",9.99999999999998,"VEGFR2"
"165",0.196537,20,0.01,8822.94,0.172194,0.208012,1.06104,0.519546,1.08334,1.08358,1.4,0.00404016,0.196537,0.00191968,17.0374,0.00573996,8824.95,0.176762,0.528467,357,0.00213509,-3.52223e-05,2.57622e-15,0,"ksynT",99.9999999999999,"VEGFR2"
"166",1.99581,200,0.01,8822.94,0.170014,0.204839,8.77409,0.899419,8.95852,8.96048,14,0.0048857,1.99581,0.000228603,170.974,0.00115864,8630.85,0.178617,0.905267,357,0.00442286,-6.99701e-06,1.75755e-14,0,"ksynT",1000,"VEGFR2"
"167",19.9957,2000,0.01,8822.94,0.169748,0.204454,85.9353,0.988711,87.7417,87.7609,140,0.00498835,19.9957,2.32967e-05,1658.22,0.000104604,6751.38,0.220912,0.991905,357,0.00494797,-4.88626e-07,-1.52143e-13,0,"ksynT",9999.99999999998,"VEGFR2"
"168",199.996,20000,0.01,8822.94,0.169721,0.204415,857.551,0.998857,875.577,875.769,1400,0.00499883,199.996,2.33412e-06,5559.05,2.41509e-06,499.806,0.966464,0.999992,357,0.00499879,-4.12964e-14,3.51138e-12,0,"ksynT",99999.9999999999,"VEGFR2"
"169",2000,2e+05,0.01,8822.94,0.169719,0.204411,8573.71,0.999886,8753.93,8755.85,14000,0.00499988,2000,2.33456e-07,6479.67,2.3352e-07,40.334,0.999726,1,357,0.00499988,-1.73476e-16,5.2579e-12,0,"ksynT",1e+06,"VEGFR2"
"170",0.00183771,2e+05,0.01,8822.94,0.999995,222030,12.323,0.999996,230719,230769,7e-08,0.000189338,0.00183771,0.00962132,1.16146,0.00952115,8846.43,1.28297,1.26938,357,0.000240341,0.00687907,-1.64631e-14,0,"keDT",1e-06,"VEGFR2"
"171",0.00183771,20000,0.01,8822.94,0.999955,22203,12.3171,0.999957,23071.9,23076.9,7e-07,0.000189338,0.00183771,0.00962132,1.1614,0.00952117,8846.43,1.28291,1.26932,357,0.00024033,0.00687814,-1.64631e-14,0,"keDT",9.99999999999999e-06,"VEGFR2"
"172",0.00183771,2000,0.01,8822.94,0.99955,2220.3,12.258,0.999566,2307.19,2307.69,7e-06,0.000189338,0.00183771,0.00962132,1.16083,0.0095214,8846.43,1.28228,1.26872,357,0.000240217,0.00686873,-1.64631e-14,0,"keDT",9.99999999999999e-05,"VEGFR2"
"173",0.00183771,200,0.01,8822.94,0.995516,222.031,11.6974,0.995677,230.719,230.769,7e-05,0.000189338,0.00183771,0.00962132,1.15514,0.00952363,8846.43,1.27599,1.2628,357,0.000239095,0.00677529,-1.64631e-14,0,"keDT",0.001,"VEGFR2"
"174",0.00183771,20,0.01,8822.94,0.956903,22.2035,8.02667,0.958386,23.0723,23.0773,7e-04,0.000189338,0.00183771,0.00962132,1.10084,0.009545,8846.42,1.21603,1.20616,357,0.000228372,0.00590409,-1.64631e-14,0,"keDT",0.00999999999999999,"VEGFR2"
"175",0.00183771,2,0.01,8822.94,0.689512,2.22073,1.93999,0.697285,2.30763,2.30814,0.007,0.000189338,0.00183771,0.00962132,0.740764,0.00968916,8846.34,0.818423,0.824038,357,0.000156021,0.00142102,-1.64631e-14,0,"keDT",0.0999999999999999,"VEGFR2"
"176",0.00183771,0.2,0.01,8822.94,0.181979,0.222462,0.226408,0.187485,0.231167,0.231218,0.07,0.000189338,0.00183771,0.00962132,0.169598,0.00992697,8846.22,0.187711,0.193635,357,3.66624e-05,-6.04428e-05,-1.64631e-14,0,"keDT",1,"VEGFR2"
"177",0.00183771,0.02,0.01,8822.94,0.0221338,0.0226348,0.0234218,0.0229383,0.0235204,0.0235256,0.7,0.000189338,0.00183771,0.00962132,0.0196165,0.00999135,8846.18,0.0220913,0.0229359,357,4.34263e-06,-7.32442e-05,-1.64631e-14,0,"keDT",9.99999999999997,"VEGFR2"
"178",0.00183771,0.002,0.01,8822.94,0.00264501,0.00265203,0.00274766,0.00274217,0.00275569,0.00275641,7,0.000189338,0.00183771,0.00962132,0.00200007,0.00999897,8846.18,0.00263806,0.00274099,357,5.18972e-07,-7.46791e-05,-1.64631e-14,0,"keDT",99.9999999999998,"VEGFR2"
"179",0.00183771,2e-04,0.01,8822.94,0.000653329,0.000653756,0.000674529,0.000674973,0.000679049,0.000679486,70,0.000189338,0.00183771,0.00962132,0.000201194,0.00999974,8846.18,0.00065161,0.000677087,357,1.28198e-07,-7.48325e-05,-1.64631e-14,0,"keDT",999.999999999999,"VEGFR2"
"180",0.00183771,2e-05,0.01,8822.94,0.000453723,0.000453929,0.000449037,0.000452699,0.000469696,0.000471794,700,0.000189338,0.00183771,0.00962132,2.09115e-05,0.00999982,8846.18,0.00045253,0.000470226,357,8.90316e-08,-7.48734e-05,-1.64631e-14,0,"keDT",9999.99999999997,"VEGFR2"
"181",0.00183771,2e-06,0.01,8822.94,0.000433758,0.000433946,0.000303891,0.000322349,0.000432556,0.000451025,7000,0.000189338,0.00183771,0.00962132,2.87927e-06,0.00999983,8846.18,0.000432617,0.000449536,357,8.5114e-08,-7.48712e-05,-1.64631e-14,0,"keDT",99999.9999999998,"VEGFR2"
"182",0.00183771,2e-07,0.01,8822.94,0.000431761,0.000431948,7.71516e-05,9.03421e-05,0.000315048,0.000448948,70000,0.000189338,0.00183771,0.00962132,1.076e-06,0.00999983,8846.18,0.000430626,0.000447466,357,8.47223e-08,-7.48491e-05,-1.64631e-14,0,"keDT",999999.999999999,"VEGFR2"
"183",0.000843886,0.2,0.01,8822.94,0.32635,0.48445,0.475741,0.398336,0.660457,0.663412,0.00011664,0.0013488,0.000843886,0.0073024,0.138186,0.0089143,8846.25,0.33179,0.403748,357,0.000544575,-4.36479e-05,0,0,"koff_TL",1e-06,"VEGFR2"
"184",0.00084396,0.2,0.01,8822.94,0.326331,0.484408,0.475711,0.39831,0.660384,0.663338,0.0011664,0.00134871,0.00084396,0.00730257,0.138191,0.00891444,8846.25,0.331772,0.403723,357,0.000544506,-4.36498e-05,4.82327e-16,0,"koff_TL",1e-05,"VEGFR2"
"185",0.000844698,0.2,0.01,8822.94,0.326139,0.483985,0.475417,0.398044,0.659657,0.662603,0.011664,0.00134785,0.000844698,0.0073043,0.138235,0.00891581,8846.25,0.331589,0.40347,357,0.000543817,-4.36698e-05,0,0,"koff_TL",1e-04,"VEGFR2"
"186",0.000852014,0.2,0.01,8822.94,0.324246,0.479829,0.472515,0.395421,0.652517,0.655381,0.11664,0.00133932,0.000852014,0.00732137,0.138667,0.00892936,8846.25,0.329791,0.400971,357,0.000537027,-4.38675e-05,0,0,"koff_TL",0.001,"VEGFR2"
"187",0.000919628,0.2,0.01,8822.94,0.307743,0.44455,0.446701,0.372322,0.592169,0.594387,1.1664,0.00126043,0.000919628,0.00747913,0.142441,0.00904808,8846.25,0.314026,0.378859,357,0.000477527,-4.5641e-05,0,0,"koff_TL",0.00999999999999999,"VEGFR2"
"188",0.00130398,0.2,0.01,8822.94,0.238686,0.313519,0.329686,0.271957,0.373741,0.374309,11.664,0.000812029,0.00130398,0.00837594,0.158011,0.00954662,8846.23,0.246159,0.280208,357,0.000227537,-5.36116e-05,-1.33518e-16,0,"koff_TL",0.0999999999999999,"VEGFR2"
"189",0.00183771,0.2,0.01,8822.94,0.181979,0.222462,0.226408,0.187485,0.231167,0.231218,116.64,0.000189338,0.00183771,0.00962132,0.169598,0.00992697,8846.22,0.187711,0.193635,357,3.66624e-05,-6.04427e-05,-1.60336e-14,0,"koff_TL",1,"VEGFR2"
"190",0.00198106,0.2,0.01,8822.94,0.171063,0.206364,0.206444,0.171402,0.207275,0.20728,1166.4,2.20931e-05,0.00198106,0.00995581,0.171561,0.00999222,8846.21,0.176178,0.176819,357,3.90647e-06,-6.16842e-05,2.67455e-13,0,"koff_TL",9.99999999999997,"VEGFR2"
"191",0.00199807,0.2,0.01,8822.94,0.169854,0.204607,0.204241,0.16963,0.204699,0.204699,11664,2.24752e-06,0.00199807,0.0099955,0.171771,0.00999922,8846.21,0.174896,0.17496,357,3.93226e-07,-6.18251e-05,7.58708e-11,0,"koff_TL",99.9999999999999,"VEGFR2"
"192",0.00199981,0.2,0.01,8822.94,0.169732,0.20443,0.204018,0.169451,0.204439,0.204439,116640,2.25142e-07,0.00199981,0.00999955,0.171792,0.00999992,8846.21,0.174766,0.174773,357,3.93486e-08,-6.18562e-05,-1.91973e-09,0,"koff_TL",1000,"VEGFR2"
"193",0.00199998,0.2,0.01,8822.94,0.16972,0.204412,0.203996,0.169433,0.204413,0.204413,1166400,2.25181e-08,0.00199998,0.00999995,0.171794,0.00999999,8846.21,0.174753,0.174754,357,3.93512e-09,-6.1839e-05,2.52568e-07,0,"koff_TL",9999.99999999997,"VEGFR2"
"194",0.002,0.2,0.01,8822.94,0.169718,0.204411,0.203988,0.169427,0.204405,0.204405,11664000,2.25191e-09,0.002,0.01,0.171794,0.01,8846.21,0.174752,0.174747,357,3.93515e-10,-6.18397e-05,-2.72549e-05,0,"koff_TL",1e+05,"VEGFR2"
"195",0.002,0.2,0.01,8822.94,0.169718,0.20441,0.202932,0.168698,0.203347,0.203347,116640000,2.26363e-10,0.002,0.01,0.171794,0.01,8846.21,0.174752,0.173842,357,3.93515e-11,-6.18389e-05,-0.00520396,0,"koff_TL",1e+06,"VEGFR2"
"196",0.002,0.2,0.01,8822.94,0.169718,0.20441,0.204701,0.169918,0.205119,0.205119,0.00131328,2.13428e-10,0.002,0.01,0.171794,0.01,8846.21,0.174752,0.175322,357,3.74187e-11,-6.18394e-05,0.00346805,0,"kon_TL",1e-06,"VEGFR2"
"197",0.002,0.2,0.01,8822.94,0.169718,0.204411,0.204005,0.169439,0.204422,0.204422,0.0131328,2.14156e-09,0.002,0.01,0.171794,0.01,8846.21,0.174752,0.174727,357,3.74187e-10,-6.18394e-05,5.7544e-05,0,"kon_TL",1e-05,"VEGFR2"
"198",0.00199998,0.2,0.01,8822.94,0.169719,0.204412,0.203996,0.169433,0.204413,0.204413,0.131328,2.14165e-08,0.00199998,0.00999996,0.171794,0.00999999,8846.21,0.174753,0.174718,357,3.74186e-09,-6.18435e-05,5.99391e-07,0,"kon_TL",9.99999999999999e-05,"VEGFR2"
"199",0.00199982,0.2,0.01,8822.94,0.169731,0.204429,0.204017,0.16945,0.204438,0.204438,1.31328,2.14139e-07,0.00199982,0.00999957,0.171792,0.00999993,8846.21,0.174765,0.174736,357,3.74179e-08,-6.18381e-05,5.66629e-09,0,"kon_TL",0.001,"VEGFR2"
"200",0.00199817,0.2,0.01,8822.94,0.169847,0.204598,0.204229,0.16962,0.204685,0.204685,13.1328,2.1388e-06,0.00199817,0.00999572,0.171772,0.00999925,8846.21,0.174889,0.174915,357,3.74109e-07,-6.18363e-05,7.34727e-11,0,"kon_TL",0.00999999999999999,"VEGFR2"
"201",0.00198189,0.2,0.01,8822.94,0.171004,0.206279,0.206336,0.171315,0.20715,0.207154,131.328,2.11332e-05,0.00198189,0.00995773,0.171571,0.00999256,8846.21,0.176116,0.176696,357,3.73414e-06,-6.17023e-05,1.68227e-12,0,"kon_TL",0.0999999999999998,"VEGFR2"
"202",0.00183771,0.2,0.01,8822.94,0.181979,0.222462,0.226408,0.187485,0.231167,0.231218,1313.28,0.000189338,0.00183771,0.00962132,0.169598,0.00992697,8846.22,0.187711,0.193635,357,3.66624e-05,-6.04427e-05,-1.7322e-14,0,"kon_TL",0.999999999999999,"VEGFR2"
"203",0.00115192,0.2,0.01,8822.94,0.26194,0.354904,0.370556,0.306306,0.441494,0.44246,13132.8,0.000989427,0.00115192,0.00802115,0.152835,0.00937907,8846.24,0.269358,0.314904,357,0.000311574,-5.08221e-05,-6.57473e-16,0,"kon_TL",9.99999999999998,"VEGFR2"
"204",0.000305376,0.2,0.01,8822.94,0.57242,1.33874,0.757797,0.688453,2.16688,2.21431,131328,0.00197706,0.000305376,0.00604588,0.0850733,0.0073311,8846.32,0.55769,0.676184,357,0.00133686,-2.32397e-05,-2.19356e-16,0,"kon_TL",99.9999999999999,"VEGFR2"
"205",3.93732e-05,0.2,0.01,8822.94,0.912151,10.3832,0.947379,0.950248,15.7019,19.1389,1313280,0.0022874,3.93732e-05,0.0054252,0.0196222,0.00568132,8846.4,0.90171,0.944267,357,0.00215991,-4.19656e-06,0,0,"kon_TL",1000,"VEGFR2"
"206",4.07001e-06,0.2,0.01,8822.94,0.990143,100.447,0.974107,0.994698,58.9554,188.004,13132800,0.00232858,4.07001e-06,0.00534283,0.00429387,0.00537114,8846.42,0.988711,0.993949,357,0.00231449,-4.45823e-07,0,0,"kon_TL",9999.99999999997,"VEGFR2"
"207",4.08401e-07,0.2,0.01,8822.94,0.999002,1001.03,0.976888,0.999466,81.9863,1876.59,131328000,0.00233286,4.08401e-07,0.00533429,0.00253209,0.00533715,8846.43,0.998854,0.99939,357,0.00233143,-4.57135e-08,-1.85901e-16,0,"kon_TL",99999.9999999999,"VEGFR2"
"208",4.08542e-08,0.2,0.01,8822.94,0.9999,10006.8,0.977168,0.999947,85.3262,18762.5,1313280000,0.00233329,4.08542e-08,0.00533343,0.00235324,0.00533372,8846.43,0.999885,0.999939,357,0.00233314,-4.5745e-09,0,0,"kon_TL",1e+06,"VEGFR2"
"209",0.00183771,0.2,0.01,8822.94,0.000431761,0.000431948,0.00044893,0.000448745,0.000448948,0.000448948,3.6e-05,0.000189338,0.00183771,0.00962132,0.199931,0.00999983,8846.18,0.000430626,0.000447466,357,8.47223e-08,-7.48389e-05,-1.64631e-14,0,"koff_DT",1e-06,"VEGFR2"
"210",0.00183771,0.2,0.01,8822.94,0.000433758,0.000433946,0.000451006,0.00045082,0.000451025,0.000451025,0.00036,0.000189338,0.00183771,0.00962132,0.199931,0.00999983,8846.18,0.000432617,0.000449536,357,8.51141e-08,-7.48567e-05,-1.64631e-14,0,"koff_DT",9.99999999999999e-06,"VEGFR2"
"211",0.00183771,0.2,0.01,8822.94,0.000453723,0.000453929,0.000471774,0.00047157,0.000471794,0.000471794,0.0036,0.000189338,0.00183771,0.00962132,0.199928,0.00999982,8846.18,0.000452513,0.00047023,357,8.90322e-08,-6.7098e-05,-1.64631e-14,0,"koff_DT",9.99999999999999e-05,"VEGFR2"
"212",0.00183771,0.2,0.01,8822.94,0.000653329,0.000653756,0.000679444,0.000679021,0.000679486,0.000679486,0.036,0.000189338,0.00183771,0.00962132,0.199896,0.00999974,8846.18,0.000651639,0.000677116,357,1.28204e-07,-7.4766e-05,-1.64631e-14,0,"koff_DT",0.000999999999999999,"VEGFR2"
"213",0.00183771,0.2,0.01,8822.94,0.00264501,0.00265203,0.00275571,0.00274876,0.0027564,0.00275641,0.36,0.000189338,0.00183771,0.00962132,0.199577,0.00999897,8846.18,0.00263917,0.00274215,357,5.19192e-07,-7.46683e-05,-1.64631e-14,0,"koff_DT",0.00999999999999999,"VEGFR2"
"214",0.00183771,0.2,0.01,8822.94,0.0221338,0.0226348,0.0234749,0.0229802,0.0235251,0.0235256,3.6,0.000189338,0.00183771,0.00962132,0.196445,0.00999132,8846.18,0.022167,0.0230144,357,4.35749e-06,-7.31033e-05,-1.64631e-14,0,"koff_DT",0.0999999999999998,"VEGFR2"
"215",0.00183771,0.2,0.01,8822.94,0.181979,0.222462,0.226408,0.187485,0.231167,0.231218,36,0.000189338,0.00183771,0.00962132,0.169598,0.00992697,8846.22,0.187711,0.193635,357,3.66624e-05,-6.04427e-05,-1.64631e-14,0,"koff_DT",0.999999999999999,"VEGFR2"
"216",0.00183771,0.2,0.01,8822.94,0.689512,2.22073,1.9043,0.693438,2.30311,2.30814,360,0.000189338,0.00183771,0.00962132,0.0690906,0.00971437,8846.34,0.748279,0.755459,357,0.000143037,-2.07195e-05,-1.64631e-14,0,"koff_DT",9.99999999999996,"VEGFR2"
"217",0.00183771,0.2,0.01,8822.94,0.956903,22.2035,7.39583,0.950414,22.5839,23.0773,3600,0.000189338,0.00183771,0.00962132,0.0107569,0.00963133,8846.42,0.972691,0.973696,357,0.000184357,-2.05011e-06,-1.64631e-14,0,"koff_DT",99.9999999999998,"VEGFR2"
"218",0.00183771,0.2,0.01,8822.94,0.995516,222.031,10.3937,0.986997,189.393,230.769,36000,0.000189338,0.00183771,0.00962132,0.00292217,0.00962233,8846.43,0.997244,0.997348,357,0.000188836,-1.98925e-07,-1.64631e-14,0,"koff_DT",999.999999999999,"VEGFR2"
"219",0.00183771,0.2,0.01,8822.94,0.99955,2220.3,10.8328,0.990811,724.626,2307.69,360000,0.000189338,0.00183771,0.00962132,0.00211678,0.00962143,8846.43,0.999724,0.999735,357,0.000189287,-1.98735e-08,-1.64631e-14,0,"koff_DT",9999.99999999996,"VEGFR2"
"220",0.00183771,0.2,0.01,8822.94,0.999955,22203,10.8788,0.991194,1010.08,23076.9,3600000,0.000189338,0.00183771,0.00962132,0.00203602,0.00962133,8846.43,0.999972,0.999973,357,0.000189333,-1.98719e-09,-1.64631e-14,0,"koff_DT",99999.9999999997,"VEGFR2"
"221",0.00183771,0.2,0.01,8822.94,0.999995,222030,10.8834,0.991233,1051.5,230769,3.6e+07,0.000189338,0.00183771,0.00962132,0.00202795,0.00962133,8846.43,0.999997,0.999997,357,0.000189337,-1.98718e-10,-1.64631e-14,0,"koff_DT",999999.999999999,"VEGFR2"
"222",0.00183771,0.2,0.01,8822.94,0.999996,222462,10.8834,0.991233,1051.51,231218,2e-06,0.000189338,0.00183771,0.00962132,0.00202794,0.00962133,8846.43,0.999997,0.999997,357,0.000189337,-2.01114e-10,-1.64631e-14,0,"kon_DT",1e-06,"VEGFR2"
"223",0.00183771,0.2,0.01,8822.94,0.999955,22246.2,10.8788,0.991194,1010.16,23121.8,2e-05,0.000189338,0.00183771,0.00962132,0.00203601,0.00962133,8846.43,0.999972,0.999974,357,0.000189333,1.96678e-07,-1.64631e-14,0,"kon_DT",1e-05,"VEGFR2"
"224",0.00183771,0.2,0.01,8822.94,0.999551,2224.62,10.8329,0.990812,725.068,2312.18,2e-04,0.000189338,0.00183771,0.00962132,0.00211668,0.00962143,8846.43,0.999725,0.999735,357,0.000189288,-1.98621e-08,-1.64631e-14,0,"kon_DT",1e-04,"VEGFR2"
"225",0.00183771,0.2,0.01,8822.94,0.995525,222.462,10.3946,0.987006,189.695,231.218,0.002,0.000189338,0.00183771,0.00962132,0.00292112,0.00962233,8846.43,0.997248,0.997352,357,0.000188836,-1.79182e-07,-1.64631e-14,0,"kon_DT",0.001,"VEGFR2"
"226",0.00183771,0.2,0.01,8822.94,0.956982,22.2462,7.40039,0.950489,22.6265,23.1218,0.02,0.000189338,0.00183771,0.00962132,0.0107468,0.00963132,8846.42,0.972723,0.973727,357,0.000184363,-2.00218e-06,-1.64631e-14,0,"kon_DT",0.01,"VEGFR2"
"227",0.00183771,0.2,0.01,8822.94,0.689886,2.22462,1.90704,0.693802,2.30713,2.31218,0.2,0.000189338,0.00183771,0.00962132,0.0690245,0.00971428,8846.34,0.748511,0.755687,357,0.00014308,-2.06793e-05,-1.64631e-14,0,"kon_DT",0.0999999999999999,"VEGFR2"
"228",0.00183771,0.2,0.01,8822.94,0.181979,0.222462,0.226408,0.187485,0.231167,0.231218,2,0.000189338,0.00183771,0.00962132,0.169598,0.00992697,8846.22,0.187711,0.193635,357,3.66624e-05,-6.04428e-05,-1.64631e-14,0,"kon_DT",1,"VEGFR2"
"229",0.00183771,0.2,0.01,8822.94,0.0217621,0.0222462,0.0230727,0.0225947,0.0231213,0.0231218,20,0.000189338,0.00183771,0.00962132,0.196505,0.00999147,8846.18,0.0217949,0.0226283,357,4.2844e-06,-7.31297e-05,-1.64631e-14,0,"kon_DT",9.99999999999998,"VEGFR2"
"230",0.00183771,0.2,0.01,8822.94,0.00221968,0.00222462,0.00231169,0.0023068,0.00231217,0.00231218,200,0.000189338,0.00183771,0.00962132,0.199645,0.00999913,8846.18,0.00221479,0.00230124,357,4.35712e-07,-7.47026e-05,-1.64631e-14,0,"kon_DT",99.9999999999999,"VEGFR2"
"231",0.00183771,0.2,0.01,8822.94,0.000222413,0.000222462,0.000231213,0.000231164,0.000231218,0.000231218,2000,0.000189338,0.00183771,0.00962132,0.199964,0.00999991,8846.18,0.000221838,0.000230515,357,4.36452e-08,-7.48328e-05,-1.64631e-14,0,"kon_DT",1000,"VEGFR2"
"232",0.00183771,0.2,0.01,8822.94,2.22457e-05,2.22462e-05,2.31217e-05,2.31212e-05,2.31218e-05,2.31218e-05,20000,0.000189338,0.00183771,0.00962132,0.199996,0.00999999,8846.18,2.21874e-05,2.30554e-05,357,4.36526e-09,-7.48809e-05,-1.64631e-14,0,"kon_DT",9999.99999999997,"VEGFR2"
"233",0.00183771,0.2,0.01,8822.94,2.22461e-06,2.22462e-06,2.31218e-06,2.31217e-06,2.31218e-06,2.31218e-06,2e+05,0.000189338,0.00183771,0.00962132,0.2,0.01,8846.18,2.21877e-06,2.30558e-06,357,4.36533e-10,-7.48937e-05,-1.64631e-14,0,"kon_DT",99999.9999999999,"VEGFR2"
"234",0.00183771,0.2,0.01,8822.94,2.22462e-07,2.22462e-07,2.31218e-07,2.31218e-07,2.31218e-07,2.31218e-07,2e+06,0.000189338,0.00183771,0.00962132,0.2,0.01,8846.18,2.21877e-07,2.30558e-07,357,4.36534e-11,-7.48805e-05,-1.64631e-14,0,"kon_DT",1e+06,"VEGFR2"
"235",1.5e-07,7.5e-08,0.01,7456.7,8.04581e-05,8.04646e-05,8.04516e-05,8.04516e-05,8.04645e-05,8.04646e-05,4.5e-07,1.5e-10,1.5e-07,0.01,7.5006e-08,0.01,7475.17,-0.0018555,8.01145e-05,357,1.20172e-14,4.21724,0,0,"ksynT",1e-06,"Atezoli"
"236",1.5e-06,7.5e-07,0.01,7456.7,8.04581e-05,8.04646e-05,8.04516e-05,8.04516e-05,8.04645e-05,8.04646e-05,4.5e-06,1.5e-09,1.5e-06,0.01,7.5006e-07,0.01,7475.17,8.11961e-05,7.97621e-05,357,1.19643e-13,-0.0188869,0,0,"ksynT",9.99999999999999e-06,"Atezoli"
"237",1.5e-05,7.5e-06,0.01,7456.7,8.04581e-05,8.04646e-05,8.04516e-05,8.04516e-05,8.04645e-05,8.04646e-05,4.5e-05,1.5e-08,1.5e-05,0.01,7.5006e-06,0.01,7475.17,8.63991e-05,7.94586e-05,357,1.19188e-12,-0.00529772,0,0,"ksynT",9.99999999999999e-05,"Atezoli"
"238",0.00015,7.5e-05,0.01,7456.7,8.04581e-05,8.04646e-05,8.04516e-05,8.04516e-05,8.04645e-05,8.04646e-05,0.00045,1.5e-07,0.00015,0.01,7.5006e-05,0.01,7475.16,7.97067e-05,7.98395e-05,357,1.19759e-11,-0.000100412,0,0,"ksynT",0.001,"Atezoli"
"239",0.0015,0.00075,0.01,7456.7,8.04581e-05,8.04646e-05,8.04516e-05,8.04516e-05,8.04645e-05,8.04646e-05,0.0045,1.5e-06,0.0015,0.01,0.00075006,0.01,7475.09,8.03688e-05,7.98393e-05,357,1.19759e-10,-0.000111486,0,0,"ksynT",0.00999999999999999,"Atezoli"
"240",0.015,0.0075,0.01,7456.7,8.04581e-05,8.04646e-05,8.04516e-05,8.04516e-05,8.04645e-05,8.04646e-05,0.045,1.5e-05,0.015,0.01,0.0075006,0.01,7474.43,8.02395e-05,7.98467e-05,357,1.1977e-09,-0.000113322,0,0,"ksynT",0.0999999999999998,"Atezoli"
"241",0.15,0.075,0.01,7456.7,8.04581e-05,8.04646e-05,8.04516e-05,8.04516e-05,8.04645e-05,8.04646e-05,0.45,0.00015,0.15,0.01,0.075006,0.01,7467.79,8.03385e-05,7.99172e-05,357,1.19876e-08,-0.000114272,0,0,"ksynT",0.999999999999999,"Atezoli"
"242",1.5,0.75,0.01,7456.7,8.04581e-05,8.04646e-05,8.04516e-05,8.04516e-05,8.04645e-05,8.04646e-05,4.5,0.0015,1.5,0.01,0.750061,0.01,7401.39,8.10592e-05,8.06304e-05,357,1.20946e-07,-0.000114402,0,0,"ksynT",9.99999999999997,"Atezoli"
"243",15,7.5,0.01,7456.7,8.04581e-05,8.04646e-05,8.04516e-05,8.04516e-05,8.04645e-05,8.04646e-05,45,0.015,15,0.01,7.50067,0.00999999,6737.33,8.90481e-05,8.8531e-05,357,1.32796e-06,-0.000115607,0,0,"ksynT",99.9999999999998,"Atezoli"
"244",150,75,0.01,7456.7,8.04581e-05,8.04646e-05,8.04516e-05,8.04516e-05,8.04645e-05,8.04646e-05,450,0.15,150,0.01,75.3476,0.00981779,102.155,0.00582264,0.00440883,357,0.000661324,-0.000420893,0,0,"ksynT",999.999999999999,"Atezoli"
"245",1500,750,0.01,7456.7,8.04581e-05,8.04646e-05,8.04516e-05,8.04516e-05,8.04645e-05,8.04646e-05,4500,1.5,1500,0.01,1497.48,0.00316659,0.0022354,0.996122,0.312716,357,0.469073,1.36972e-08,2.96059e-16,0,"ksynT",9999.99999999997,"Atezoli"
"246",15000,7500,0.01,7456.7,8.04581e-05,8.04646e-05,8.04516e-05,8.04516e-05,8.04645e-05,8.04646e-05,45000,15,15000,0.01,15014.7,0.00978341,1.0304e-08,1,0.978332,357,14.675,-0.000975983,0,0,"ksynT",99999.9999999998,"Atezoli"
"247",150000,75000,0.01,7456.7,8.04581e-05,8.04646e-05,8.04516e-05,8.04516e-05,8.04645e-05,8.04646e-05,450000,150,150000,0.01,150150,0.00999897,3.06501e-11,1,0.999897,357,149.985,-6.21137e-06,0,0,"ksynT",1e+06,"Atezoli"
"248",0.15,75000,0.01,7456.7,0.964057,26.8216,26.8201,26.1196,26.8216,26.8216,6e-06,0.00015,0.15,0.01,148.129,0.00999992,7468.07,0.052941,0.052633,357,7.89494e-06,0.0611575,0,0,"keDT",1e-06,"Atezoli"
"249",0.15,7500,0.01,7456.7,0.728424,2.68221,2.68206,2.67489,2.68221,2.68221,6e-05,0.00015,0.15,0.01,146.802,0.00999992,7468.07,0.0524673,0.0521622,357,7.82433e-06,0.060634,0,0,"keDT",9.99999999999999e-06,"Atezoli"
"250",0.15,750,0.01,7456.7,0.211524,0.268269,0.268254,0.268182,0.268269,0.268269,6e-04,0.00015,0.15,0.01,134.372,0.00999993,7468.05,0.0480294,0.0477527,357,7.1629e-06,0.055553,0,0,"keDT",1e-04,"Atezoli"
"251",0.15,75,0.01,7456.7,0.0261718,0.0268752,0.0268737,0.026873,0.0268752,0.0268752,0.006,0.00015,0.15,0.01,64.1395,0.00999997,7467.92,0.0229542,0.0228299,357,3.42448e-06,0.0200008,0,0,"keDT",0.001,"Atezoli"
"252",0.15,7.5,0.01,7456.7,0.00272833,0.00273579,0.00273564,0.00273564,0.00273579,0.00273579,0.06,0.00015,0.15,0.01,7.48429,0.01,7467.81,0.00272582,0.00271155,357,4.06732e-07,-0.000113959,0,0,"keDT",0.00999999999999999,"Atezoli"
